4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,8,5,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,11,14,14,10,1,1,1,1,2,1,1,1,7,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,10,10,14,1,1,1,1,1,2,1,1,1,7,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,14,14,1,1,1,1,1,2,1,1,1,7,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,17,17,19,7
2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,1,10,1,1,1,1,1,1,11,1,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,26,26,26,1,11,11,11,1,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,26,26,26,26,26,26,1,26,1,10,10,10,14,11,1,14,10,10,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,26,26,26,28,28,28,1,1,1,14,1,1,10,1,1,10,10,10,7
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,26,26,26,28,28,28,1,1,1,1,1,1,1,10,10,10,10,7
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6
