4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
2,4,8,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
2,2,1,1,1,7,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,14,14,1,11,15,15,1,1,1,7
2,2,1,1,1,7,1,1,1,1,1,1,1,15,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,15,14,14,1,1,1,1,7
2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,10,1,1,1,1,1,15,15,1,14,1,1,1,1,7
2,2,1,1,1,7,1,1,1,1,1,15,15,1,1,1,1,1,1,7,2,1,14,11,14,14,1,3,9,1,1,1,1,1,15,1,1,1,1,7
2,18,17,17,17,19,1,1,1,1,1,1,15,1,1,1,1,1,1,7,2,10,11,15,14,11,1,1,10,5,14,1,1,11,11,11,1,1,1,7
2,1,1,1,1,1,1,1,1,1,15,1,14,1,15,15,14,1,1,7,2,1,1,1,11,10,10,15,10,7,1,1,1,1,15,11,1,1,1,7
2,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,7,2,11,10,1,15,15,15,15,10,7,1,14,1,1,15,14,11,15,14,7
2,1,1,1,1,1,1,15,14,11,11,15,14,1,11,11,14,14,1,7,2,10,1,1,11,15,15,15,11,1,10,11,10,15,14,15,15,14,11,7
2,1,1,1,1,1,1,15,1,1,15,15,14,14,1,1,14,1,1,7,2,11,1,10,11,15,1,15,11,11,14,15,14,10,11,1,1,1,1,7
2,1,1,14,11,1,1,15,15,1,1,1,1,14,14,1,11,1,1,7,2,14,11,10,15,15,11,10,14,1,11,15,15,15,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,15,15,14,14,15,15,14,11,1,1,7,2,11,10,15,1,10,10,15,15,15,11,15,1,1,1,1,1,1,1,7
2,1,1,1,1,14,14,1,1,1,1,1,1,1,15,15,11,1,1,7,2,1,1,1,1,1,1,1,1,15,10,11,1,1,1,1,1,1,1,7
2,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
3,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,6,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,6
4,20,20,20,20,20,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,28,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,5
2,1,1,1,1,1,1,12,1,1,1,1,1,26,26,26,1,1,1,26,1,1,1,26,26,28,1,1,1,1,1,1,12,1,1,1,1,1,1,7
2,1,1,1,1,1,1,13,1,1,1,1,26,26,1,1,1,1,26,26,26,1,1,1,1,26,1,1,11,1,1,1,13,1,1,1,1,1,1,7
2,1,1,1,1,1,1,14,1,1,1,26,1,1,1,1,1,26,26,1,26,26,1,1,1,1,26,28,1,15,1,1,1,1,1,1,1,1,1,7
2,1,1,14,1,1,15,15,1,1,26,26,1,1,1,1,26,26,1,1,1,26,26,1,1,1,1,26,1,1,1,1,1,1,1,1,11,1,1,7
2,1,1,1,1,14,1,1,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,1,1,11,1,15,1,1,1,1,1,7
2,1,1,1,1,1,1,1,1,1,26,1,1,27,27,26,1,1,1,1,1,1,1,26,26,26,1,26,26,1,1,1,1,1,1,1,1,1,1,7
2,1,15,15,1,1,1,1,1,26,26,27,1,1,26,26,26,1,1,1,1,1,26,26,26,1,1,1,26,26,1,1,1,11,11,1,1,1,1,7
2,1,1,1,14,1,1,1,1,26,26,27,1,1,26,26,26,1,1,1,1,1,26,1,26,26,1,1,26,26,1,1,1,1,1,15,15,11,1,7
2,1,1,1,1,15,1,1,1,1,26,27,1,26,26,1,1,26,1,1,1,26,1,1,1,26,26,28,26,1,1,1,1,1,1,11,1,11,1,7
2,1,1,1,1,15,1,14,1,1,26,26,26,26,1,1,1,26,26,26,26,26,26,1,1,1,26,26,26,26,1,1,1,15,15,1,1,1,1,7
2,1,14,15,1,1,1,1,1,1,1,26,26,26,1,1,26,26,1,1,1,1,26,26,26,1,27,26,26,1,1,1,1,15,1,1,1,1,1,7
2,1,1,1,1,1,14,14,15,1,1,26,26,1,26,26,26,1,1,1,1,1,1,28,28,26,1,26,26,1,1,1,1,11,1,1,1,11,1,7
2,1,1,1,1,1,1,12,1,1,1,1,26,26,26,1,1,1,1,1,1,1,1,1,1,26,26,26,1,1,1,1,12,1,1,1,1,11,1,7
2,1,1,1,1,1,1,13,1,1,14,1,1,1,26,26,26,26,26,26,26,26,26,26,26,1,1,1,1,1,1,1,13,1,1,1,1,1,1,7
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6
